EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
DA4550,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1718,1407.01
DD3001,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,PHOTOCOPY NO OF COPIES CHG,1718,523.21
DD3003,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,MPS COSTS MONO,1718,210.45
DD3004,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,MPS COSTS COLOUR,1718,17.37
DA4000,A62,KINGUSSIE HIGH SCHOOL,HOME EC,MATERIALS,1718,85.38
DA4556,A62,KINGUSSIE HIGH SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,1718,-1432.92
DA5000,A62,KINGUSSIE HIGH SCHOOL,HOME EC,FURNISHINGS,1718,2250.0
DB2010,A62,KINGUSSIE HIGH SCHOOL,HOME EC,FOOD,1718,3001.33
DD3001,A62,KINGUSSIE HIGH SCHOOL,HOME EC,PHOTOCOPY NO OF COPIES CHG,1718,277.79
DD4001,A62,KINGUSSIE HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1718,393.32
DK9500,A62,KINGUSSIE HIGH SCHOOL,HOME EC,MISCELLANEOUS SUPPLIES,1718,1047.07
DA4550,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1718,165.53
DD3001,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,PHOTOCOPY NO OF COPIES CHG,1718,314.53
DD3003,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,MPS COSTS MONO,1718,331.99
DD3004,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,MPS COSTS COLOUR,1718,35.59
DD3001,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,PHOTOCOPY NO OF COPIES CHG,1718,77.86
DD3003,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,MPS COSTS MONO,1718,206.57
DD3004,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,MPS COSTS COLOUR,1718,99.97
DD4001,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,BOOKS TEXT BOOKS/STATIONERY,1718,701.76
DA4550,A66,KINGUSSIE HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1718,1223.44
DD3001,A66,KINGUSSIE HIGH SCHOOL,MATHS,PHOTOCOPY NO OF COPIES CHG,1718,589.88
DD3003,A66,KINGUSSIE HIGH SCHOOL,MATHS,MPS COSTS MONO,1718,373.7
DD3004,A66,KINGUSSIE HIGH SCHOOL,MATHS,MPS COSTS COLOUR,1718,29.98
DA4550,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,CLASSROOM SUPPLIES,1718,829.6
DD3001,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,PHOTOCOPY NO OF COPIES CHG,1718,323.8
DD3003,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,MPS COSTS MONO,1718,129.87
DD3004,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,MPS COSTS COLOUR,1718,10.03
DA4554,A69,KINGUSSIE HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1718,129.72
DD3001,A69,KINGUSSIE HIGH SCHOOL,MUSIC & DRAMA,PHOTOCOPY NO OF COPIES CHG,1718,268.61
DA4553,A70,KINGUSSIE HIGH SCHOOL,PE,PE SUPPLIES,1718,947.0
DD3001,A70,KINGUSSIE HIGH SCHOOL,PE,PHOTOCOPY NO OF COPIES CHG,1718,171.58
DD3003,A70,KINGUSSIE HIGH SCHOOL,PE,MPS COSTS MONO,1718,119.4
DD3004,A70,KINGUSSIE HIGH SCHOOL,PE,MPS COSTS COLOUR,1718,13.22
DA4550,A73,KINGUSSIE HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,1718,19.5
DD3001,A73,KINGUSSIE HIGH SCHOOL,RELIGIOUS,PHOTOCOPY NO OF COPIES CHG,1718,277.04
DA4555,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,SCIENTIFIC SUPPLIES,1718,1240.62
DD3001,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,PHOTOCOPY NO OF COPIES CHG,1718,488.32
DD3003,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,MPS COSTS MONO,1718,637.22
DD3004,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,MPS COSTS COLOUR,1718,143.43
DD4001,A78,KINGUSSIE HIGH SCHOOL,SCI TECHNCN,BOOKS TEXT BOOKS/STATIONERY,1718,143.06
DA4552,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1718,2190.52
DD3001,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,PHOTOCOPY NO OF COPIES CHG,1718,476.53
DD3003,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,MPS COSTS MONO,1718,121.57
DD3004,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,MPS COSTS COLOUR,1718,267.2
DD3001,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,PHOTOCOPY NO OF COPIES CHG,1718,-8264.52
DD3003,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,MPS COSTS MONO,1718,3505.89
DD3004,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,MPS COSTS COLOUR,1718,1145.03
DD4001,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,BOOKS TEXT BOOKS/STATIONERY,1718,1076.75
DD3001,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,PHOTOCOPY NO OF COPIES CHG,1718,472.48
DD3003,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,MPS COSTS MONO,1718,104.29
DD3004,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,MPS COSTS COLOUR,1718,85.05
KA3000,A92,KINGUSSIE HIGH SCHOOL,FOOD FOR THGHT,GOVT GRANTS SPECIFIC GRANTS,1718,-2316.68
KB3001,A97,KINGUSSIE HIGH SCHOOL,INNOVATION FUNDING,GRANTS OTHER PUBLIC BODIES,1718,-391.0
CB1006,000,KINGUSSIE HIGH SCHOOL,ND,INT HIRE CONT CHG FROM FLEET,1617,3810.6
CB1007,000,KINGUSSIE HIGH SCHOOL,ND,VEHICLE MAINT O/CHG FROM FLEET,1617,1315.11
AA1100,A09,KINGUSSIE HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1617,21457.8
AB1100,A09,KINGUSSIE HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1617,2289.48
AC1100,A09,KINGUSSIE HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1617,3690.72
AA1001,A10,KINGUSSIE HIGH SCHOOL,EM,APT&C BASIC PAY,1617,50057.58
AA1100,A10,KINGUSSIE HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1617,1248504.74
AA1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1617,77705.25
AA1103,A10,KINGUSSIE HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1617,11344.56
AA1107,A10,KINGUSSIE HIGH SCHOOL,EM,JANITORS BASIC PAY,1617,38547.44
AA1110,A10,KINGUSSIE HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1617,23678.16
AA1500,A10,KINGUSSIE HIGH SCHOOL,EM,OVERTIME GENERAL,1617,2465.85
AA1503,A10,KINGUSSIE HIGH SCHOOL,EM,RESPONSIBILITY PAY,1617,19.86
AB1000,A10,KINGUSSIE HIGH SCHOOL,EM,NI NONTEACHERS,1617,9370.74
AB1100,A10,KINGUSSIE HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1617,129306.88
AB1101,A10,KINGUSSIE HIGH SCHOOL,EM,NI SUPPLY COVER,1617,6882.53
AC1000,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1617,22773.56
AC1100,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1617,207853.24
AC1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1617,10747.35
AE1600,A10,KINGUSSIE HIGH SCHOOL,EM,MISCELLANEOUS,1617,1944.0
AK1504,A10,KINGUSSIE HIGH SCHOOL,EM,LUMP SUM COMPENSATION,1617,10947.48
AK1505,A10,KINGUSSIE HIGH SCHOOL,EM,REDUNDANCY PAYMENTS,1617,7048.37
BA3000,A10,KINGUSSIE HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1617,3367.95
BB2000,A10,KINGUSSIE HIGH SCHOOL,EM,ELECTRICITY CHARGES,1617,42231.77
BB3000,A10,KINGUSSIE HIGH SCHOOL,EM,GAS CHARGES,1617,255.5
BB4000,A10,KINGUSSIE HIGH SCHOOL,EM,HEATING OIL,1617,14993.57
BB5000,A10,KINGUSSIE HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1617,66333.92
BD1000,A10,KINGUSSIE HIGH SCHOOL,EM,RATES,1617,132600.0
BE1000,A10,KINGUSSIE HIGH SCHOOL,EM,WATER CHARGES,1617,13841.34
BH2000,A10,KINGUSSIE HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1617,430.57
BJ1000,A10,KINGUSSIE HIGH SCHOOL,EM,GROUNDS MAINTENANCE CONTRACT,1617,1504.67
CC1000,A10,KINGUSSIE HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1617,480.87
CF1003,A10,KINGUSSIE HIGH SCHOOL,EM,TRAVEL MILEAGE TAXABLE,1617,780.08
CF1004,A10,KINGUSSIE HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1617,1632.06
DA1000,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT PURCHASE,1617,6579.61
DA2040,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1617,688.13
DA4550,A10,KINGUSSIE HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1617,361.75
DB3010,A10,KINGUSSIE HIGH SCHOOL,EM,MEALS&HOSPITALITY,1617,1259.85
DC1000,A10,KINGUSSIE HIGH SCHOOL,EM,PROTECTIVE CLOTHING,1617,24.73
DD3003,A10,KINGUSSIE HIGH SCHOOL,EM,MPS COSTS MONO,1617,2.75
DD3004,A10,KINGUSSIE HIGH SCHOOL,EM,MPS COSTS COLOUR,1617,2.73
DE3010,A10,KINGUSSIE HIGH SCHOOL,EM,DEBT COLLECTION/SHERIFF OFFICE,1617,1.93
DF7000,A10,KINGUSSIE HIGH SCHOOL,EM,POSTAGES,1617,2186.59
DF9000,A10,KINGUSSIE HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1617,1787.46
DK1000,A10,KINGUSSIE HIGH SCHOOL,EM,ADVERTISING GENERAL,1617,319.62
EE1200,A10,KINGUSSIE HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1617,34981.25
FA3000,A10,KINGUSSIE HIGH SCHOOL,EM,PROJECT FUNDS FOR SCHOOLS,1617,7.87
KC1936,A10,KINGUSSIE HIGH SCHOOL,EM,OTHER FEES/CHARGES,1617,-2744.0
KC5009,A10,KINGUSSIE HIGH SCHOOL,EM,LETTINGS,1617,-1610.93
XH1050,A10,KINGUSSIE HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1617,-25697.66
DD3001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,PHOTOCOPY NO OF COPIES CHG,1617,2586.83
DD3003,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS MONO,1617,600.23
DD3004,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS COLOUR,1617,761.58
DD4001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1617,315.15
BH2000,A15,KINGUSSIE HIGH SCHOOL,JANITORIAL,CLEANING MATERIALS/EQUIPMENT,1617,1008.4
DA4550,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,CLASSROOM SUPPLIES,1617,2742.4
FA3000,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1617,-5043.0
AH1010,A28,KINGUSSIE HIGH SCHOOL,CPD,STAFF DEVELOPMENT,1617,990.0
DA1000,A41,KINGUSSIE HIGH SCHOOL,DTS,EQUIPMENT PURCHASE,1617,541.65
DA4550,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,CLASSROOM SUPPLIES,1617,414.16
DD3001,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,PHOTOCOPY NO OF COPIES CHG,1617,570.27
DD3003,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS MONO,1617,384.2
DD3004,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS COLOUR,1617,63.85
DA4550,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,CLASSROOM SUPPLIES,1617,1428.77
DB3010,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,MEALS&HOSPITALITY,1617,52.8
FA3000,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,PROJECT FUNDS FOR SCHOOLS,1617,3000.0
KB3001,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,GRANTS OTHER PUBLIC BODIES,1617,-4480.98
DA4551,A50,KINGUSSIE HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1617,473.05
DD3001,A50,KINGUSSIE HIGH SCHOOL,ART,PHOTOCOPY NO OF COPIES CHG,1617,17.04
DD3003,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS MONO,1617,113.87
DD3004,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS COLOUR,1617,23.55
DD4001,A53,KINGUSSIE HIGH SCHOOL,CAREERS,BOOKS TEXT BOOKS/STATIONERY,1617,35.1
DA4550,A55,KINGUSSIE HIGH SCHOOL,CLASSICS,CLASSROOM SUPPLIES,1617,53.45
DD3001,A55,KINGUSSIE HIGH SCHOOL,CLASSICS,PHOTOCOPY NO OF COPIES CHG,1617,25.68
DA4550,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1617,658.97
DD3001,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,PHOTOCOPY NO OF COPIES CHG,1617,568.56
DD3003,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,MPS COSTS MONO,1617,237.44
DD3004,A58,KINGUSSIE HIGH SCHOOL,ENGLISH,MPS COSTS COLOUR,1617,25.67
DA4556,A62,KINGUSSIE HIGH SCHOOL,HOME EC,HOME ECONOMICS SUPPLIES,1617,788.42
DB2010,A62,KINGUSSIE HIGH SCHOOL,HOME EC,FOOD,1617,1132.07
DD3001,A62,KINGUSSIE HIGH SCHOOL,HOME EC,PHOTOCOPY NO OF COPIES CHG,1617,238.62
DK9500,A62,KINGUSSIE HIGH SCHOOL,HOME EC,MISCELLANEOUS SUPPLIES,1617,104.0
DA4550,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1617,220.74
DD3001,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,PHOTOCOPY NO OF COPIES CHG,1617,223.25
DD3003,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,MPS COSTS MONO,1617,382.12
DD3004,A64,KINGUSSIE HIGH SCHOOL,LRN SUP,MPS COSTS COLOUR,1617,87.8
DD3001,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,PHOTOCOPY NO OF COPIES CHG,1617,41.72
DD3003,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,MPS COSTS MONO,1617,406.48
DD3004,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,MPS COSTS COLOUR,1617,124.59
DD4001,A65,KINGUSSIE HIGH SCHOOL,LIBRARY,BOOKS TEXT BOOKS/STATIONERY,1617,831.27
DA4550,A66,KINGUSSIE HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1617,878.82
DD3001,A66,KINGUSSIE HIGH SCHOOL,MATHS,PHOTOCOPY NO OF COPIES CHG,1617,505.1
DD3003,A66,KINGUSSIE HIGH SCHOOL,MATHS,MPS COSTS MONO,1617,483.02
DD3004,A66,KINGUSSIE HIGH SCHOOL,MATHS,MPS COSTS COLOUR,1617,43.23
DA4550,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,CLASSROOM SUPPLIES,1617,528.8
DD3001,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,PHOTOCOPY NO OF COPIES CHG,1617,135.69
DD3003,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,MPS COSTS MONO,1617,224.57
DD3004,A67,KINGUSSIE HIGH SCHOOL,MOD LANG,MPS COSTS COLOUR,1617,13.86
DA4554,A69,KINGUSSIE HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1617,582.9
DD3001,A69,KINGUSSIE HIGH SCHOOL,MUSIC & DRAMA,PHOTOCOPY NO OF COPIES CHG,1617,309.32
DA4553,A70,KINGUSSIE HIGH SCHOOL,PE,PE SUPPLIES,1617,1221.44
DD3001,A70,KINGUSSIE HIGH SCHOOL,PE,PHOTOCOPY NO OF COPIES CHG,1617,102.34
DD3003,A70,KINGUSSIE HIGH SCHOOL,PE,MPS COSTS MONO,1617,226.54
DD3004,A70,KINGUSSIE HIGH SCHOOL,PE,MPS COSTS COLOUR,1617,41.32
DA4550,A73,KINGUSSIE HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,1617,54.18
DD3001,A73,KINGUSSIE HIGH SCHOOL,RELIGIOUS,PHOTOCOPY NO OF COPIES CHG,1617,360.59
DA4555,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,SCIENTIFIC SUPPLIES,1617,1338.25
DD3001,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,PHOTOCOPY NO OF COPIES CHG,1617,354.9
DD3003,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,MPS COSTS MONO,1617,815.08
DD3004,A77,KINGUSSIE HIGH SCHOOL,SCI COM STOCK,MPS COSTS COLOUR,1617,161.47
DD4001,A78,KINGUSSIE HIGH SCHOOL,SCI TECHNCN,BOOKS TEXT BOOKS/STATIONERY,1617,122.5
DA4552,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1617,2190.94
DD3001,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,PHOTOCOPY NO OF COPIES CHG,1617,111.26
DD3003,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,MPS COSTS MONO,1617,287.55
DD3004,A79,KINGUSSIE HIGH SCHOOL,TECHNICAL,MPS COSTS COLOUR,1617,300.67
DD3001,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,PHOTOCOPY NO OF COPIES CHG,1617,-6350.19
DD3003,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,MPS COSTS MONO,1617,4038.58
DD3004,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,MPS COSTS COLOUR,1617,1021.23
DD4001,A81,KINGUSSIE HIGH SCHOOL,REPROGRAPHICS,BOOKS TEXT BOOKS/STATIONERY,1617,989.48
DA4550,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,CLASSROOM SUPPLIES,1617,-80.88
DD3001,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,PHOTOCOPY NO OF COPIES CHG,1617,199.02
DD3003,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,MPS COSTS MONO,1617,62.28
DD3004,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,MPS COSTS COLOUR,1617,34.15
DD4001,A83,KINGUSSIE HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1617,334.1
DA4550,A92,KINGUSSIE HIGH SCHOOL,FOOD FOR THGHT,CLASSROOM SUPPLIES,1617,5233.32
KA3000,A92,KINGUSSIE HIGH SCHOOL,FOOD FOR THGHT,GOVT GRANTS SPECIFIC GRANTS,1617,-5233.32
DA1000,A94,KINGUSSIE HIGH SCHOOL,CFE FROM L&T,EQUIPMENT PURCHASE,1617,875.0
DA4005,A95,KINGUSSIE HIGH SCHOOL,SKILLS FOR WRK,BUILDING CRAFT SUPPLIES,1617,123.68
FA3000,A95,KINGUSSIE HIGH SCHOOL,SKILLS FOR WRK,PROJECT FUNDS FOR SCHOOLS,1617,24.0
DA4550,A97,KINGUSSIE HIGH SCHOOL,INNOVATION FUNDING,CLASSROOM SUPPLIES,1617,12108.96
KA3000,A97,KINGUSSIE HIGH SCHOOL,INNOVATION FUNDING,GOVT GRANTS SPECIFIC GRANTS,1617,-12500.0
KB3001,A97,KINGUSSIE HIGH SCHOOL,INNOVATION FUNDING,GRANTS OTHER PUBLIC BODIES,1617,391.0
CB1006,000,KINGUSSIE HIGH SCHOOL,ND,INT HIRE CONT CHG FROM FLEET,1819,3738.04
AA1100,A09,KINGUSSIE HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1819,22544.64
AB1100,A09,KINGUSSIE HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1819,2392.65
AC1100,A09,KINGUSSIE HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1819,3877.7
AS1000,A09,KINGUSSIE HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,1819,112.72
AA1001,A10,KINGUSSIE HIGH SCHOOL,EM,APT&C BASIC PAY,1819,54776.45
AA1100,A10,KINGUSSIE HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1819,1226129.72
AA1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1819,52592.48
AA1103,A10,KINGUSSIE HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1819,12301.56
AA1110,A10,KINGUSSIE HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1819,26335.44
AA1250,A10,KINGUSSIE HIGH SCHOOL,EM,HOLIDAY PAY,1819,13.35
AB1000,A10,KINGUSSIE HIGH SCHOOL,EM,NI NONTEACHERS,1819,6773.39
AB1100,A10,KINGUSSIE HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1819,129756.2
AB1101,A10,KINGUSSIE HIGH SCHOOL,EM,NI SUPPLY COVER,1819,4042.49
AC1000,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1819,18148.37
AC1100,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1819,206318.35
AC1101,A10,KINGUSSIE HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1819,7909.12
AE1600,A10,KINGUSSIE HIGH SCHOOL,EM,MISCELLANEOUS,1819,-413.03
AH1000,A10,KINGUSSIE HIGH SCHOOL,EM,TRAINING COURSES,1819,0.18
AS1000,A10,KINGUSSIE HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1819,6827.8
BA3000,A10,KINGUSSIE HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1819,552.73
BB2000,A10,KINGUSSIE HIGH SCHOOL,EM,ELECTRICITY CHARGES,1819,33419.93
BB3000,A10,KINGUSSIE HIGH SCHOOL,EM,GAS CHARGES,1819,441.0
BB4000,A10,KINGUSSIE HIGH SCHOOL,EM,HEATING OIL,1819,2836.92
BB5000,A10,KINGUSSIE HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1819,69016.35
BD1000,A10,KINGUSSIE HIGH SCHOOL,EM,RATES,1819,123970.0
BE1000,A10,KINGUSSIE HIGH SCHOOL,EM,WATER CHARGES,1819,10464.31
BH2000,A10,KINGUSSIE HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1819,1153.21
BJ1000,A10,KINGUSSIE HIGH SCHOOL,EM,GROUNDS MAINTENANCE CONTRACT,1819,59.85
CA1000,A10,KINGUSSIE HIGH SCHOOL,EM,DERV,1819,216.68
CC1000,A10,KINGUSSIE HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1819,2225.7
CF1004,A10,KINGUSSIE HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1819,592.81
DA1000,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT PURCHASE,1819,4192.6
DA2040,A10,KINGUSSIE HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1819,1414.37
DA4550,A10,KINGUSSIE HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1819,31.5
DB3010,A10,KINGUSSIE HIGH SCHOOL,EM,MEALS&HOSPITALITY,1819,338.35
DE3010,A10,KINGUSSIE HIGH SCHOOL,EM,DEBT COLLECTION/SHERIFF OFFICE,1819,3.49
DF4001,A10,KINGUSSIE HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1819,45.21
DF7000,A10,KINGUSSIE HIGH SCHOOL,EM,POSTAGES,1819,3286.69
DF9000,A10,KINGUSSIE HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1819,1775.55
EE1200,A10,KINGUSSIE HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1819,34661.6
KC1936,A10,KINGUSSIE HIGH SCHOOL,EM,OTHER FEES/CHARGES,1819,-2842.0
XH1050,A10,KINGUSSIE HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1819,38186.64
DD3001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,PHOTOCOPY NO OF COPIES CHG,1819,2703.73
DD3003,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS MONO,1819,368.43
DD3004,A11,KINGUSSIE HIGH SCHOOL,ADMIN,MPS COSTS COLOUR,1819,376.75
DD4001,A11,KINGUSSIE HIGH SCHOOL,ADMIN,BOOKS TEXT BOOKS/STATIONERY,1819,459.67
BH2000,A15,KINGUSSIE HIGH SCHOOL,JANITORIAL,CLEANING MATERIALS/EQUIPMENT,1819,101.7
DA4550,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,CLASSROOM SUPPLIES,1819,740.18
KE3000,A21,KINGUSSIE HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1819,-3107.0
AH1010,A28,KINGUSSIE HIGH SCHOOL,CPD,STAFF DEVELOPMENT,1819,475.0
DA1000,A41,KINGUSSIE HIGH SCHOOL,DTS,EQUIPMENT PURCHASE,1819,394.16
DA4550,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,CLASSROOM SUPPLIES,1819,780.96
DD3001,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,PHOTOCOPY NO OF COPIES CHG,1819,357.04
DD3003,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS MONO,1819,184.52
DD3004,A47,KINGUSSIE HIGH SCHOOL,SOCIAL,MPS COSTS COLOUR,1819,4.48
DA4550,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,CLASSROOM SUPPLIES,1819,4044.8
KB3001,A49,KINGUSSIE HIGH SCHOOL,CONNECTIONS,GRANTS OTHER PUBLIC BODIES,1819,-4044.8
DA4551,A50,KINGUSSIE HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1819,617.26
DD3001,A50,KINGUSSIE HIGH SCHOOL,ART,PHOTOCOPY NO OF COPIES CHG,1819,272.8
DD3003,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS MONO,1819,76.72
DD3004,A52,KINGUSSIE HIGH SCHOOL,BUSINESS,MPS COSTS COLOUR,1819,5.36
DA4550,A55,KINGUSSIE HIGH SCHOOL,CLASSICS,CLASSROOM SUPPLIES,1819,53.64
