SEEDCODE,LOCAL AUTHORITY,SCHOOL TYPE,SCHOOL,TEACHERS,PUPIL ROLL,ASN PUPILS,ATTENDANCE RATE,YEAR
5239729,ABERDEEN CITY,PRIMARY,HANOVER STREET PRIMARY SCHOOL,11.4,170,,,0809
5239826,ABERDEEN CITY,PRIMARY,HAZLEHEAD PRIMARY SCHOOL,17.5,228,,,0809
5239923,ABERDEEN CITY,PRIMARY,HOLY FAMILY RC PRIMARY SCHOOL,9.5,129,,,0809
5240425,ABERDEEN CITY,PRIMARY,KITTYBREWSTER SCHOOL,10.3,136,,,0809
5240522,ABERDEEN CITY,PRIMARY,KIRKHILL PRIMARY SCHOOL,17.2,223,,,0809
5240921,ABERDEEN CITY,PRIMARY,MILE END PRIMARY SCHOOL,17.9,369,,,0809
5241022,ABERDEEN CITY,PRIMARY,MUIRFIELD SCHOOL,19.7,279,,,0809
5241227,ABERDEEN CITY,PRIMARY,QUARRYHILL SCHOOL,18.7,263,,,0809
5241421,ABERDEEN CITY,PRIMARY,SKENE SQUARE SCHOOL,19.3,329,,,0809
5241529,ABERDEEN CITY,PRIMARY,SEATON PRIMARY SCHOOL,15.1,137,,,0809
5241626,ABERDEEN CITY,PRIMARY,GILCOMSTOUN PRIMARY SCHOOL,17.9,209,,,0809
5241723,ABERDEEN CITY,PRIMARY,MANOR PARK SCHOOL,20.1,199,,,0809
5241820,ABERDEEN CITY,PRIMARY,KINGSFORD SCHOOL,18.2,327,,,0809
5241928,ABERDEEN CITY,PRIMARY,ST JOSEPHS SCHOOL,15.3,272,,,0809
5242126,ABERDEEN CITY,PRIMARY,ST PETER'S RC PRIMARY SCHOOL,11.5,196,,,0809
5242223,ABERDEEN CITY,PRIMARY,SUNNYBANK SCHOOL,19.4,202,,,0809
5242428,ABERDEEN CITY,PRIMARY,TULLOS PRIMARY SCHOOL,20.8,261,,,0809
5242827,ABERDEEN CITY,PRIMARY,WALKER ROAD SCHOOL,21.8,360,,,0809
5243122,ABERDEEN CITY,PRIMARY,WOODSIDE PRIMARY SCHOOL,23.9,361,,,0809
5245923,ABERDEEN CITY,PRIMARY,KAIMHILL SCHOOL,16.8,173,,,0809
5246024,ABERDEEN CITY,PRIMARY,LOIRSTON PRIMARY SCHOOL,19.9,327,,,0809
5246121,ABERDEEN CITY,PRIMARY,FOREHILL PRIMARY SCHOOL,12.7,217,,,0809
5246326,ABERDEEN CITY,PRIMARY,DANESTONE PRIMARY SCHOOL,10.3,198,,,0809
5246423,ABERDEEN CITY,PRIMARY,CHARLESTON SCHOOL,14.5,233,,,0809
5248922,ABERDEEN CITY,PRIMARY,GREENBRAE PRIMARY SCHOOL,11.0,179,,,0809
5210020,ABERDEENSHIRE,PRIMARY,LAIRHILLOCK PRIMARY SCHOOL,7.5,99,,,0809
5212227,ABERDEENSHIRE,PRIMARY,ABERCHIRDER PRIMARY SCHOOL,6.7,92,,,0809
5212324,ABERDEENSHIRE,PRIMARY,BANFF PRIMARY SCHOOL,29.5,397,,,0809
5212421,ABERDEENSHIRE,PRIMARY,BRACODEN PRIMARY SCHOOL,3.8,68,,,0809
5212529,ABERDEENSHIRE,PRIMARY,EASTERFIELD PRIMARY SCHOOL,2.9,22,,,0809
5212626,ABERDEENSHIRE,PRIMARY,FORDYCE PRIMARY SCHOOL,2.4,25,,,0809
5212723,ABERDEENSHIRE,PRIMARY,MACDUFF PRIMARY SCHOOL,16.8,318,,,0809
5212928,ABERDEENSHIRE,PRIMARY,ORDIQUHILL PRIMARY SCHOOL,4.5,70,,,0809
5213029,ABERDEENSHIRE,PRIMARY,PORTSOY PRIMARY SCHOOL,10.1,136,,,0809
5213126,ABERDEENSHIRE,PRIMARY,WHITEHILLS PRIMARY SCHOOL,7.9,106,,,0809
5215226,ABERDEENSHIRE,PRIMARY,ARDALLIE SCHOOL,2.6,21,,,0809
5215420,ABERDEENSHIRE,PRIMARY,AUCHNAGATT PRIMARY,4.0,50,,,0809
5215528,ABERDEENSHIRE,PRIMARY,AUCHTERLESS PRIMARY SCHOOL,2.7,46,,,0809
5215625,ABERDEENSHIRE,PRIMARY,BODDAM PRIMARY SCHOOL,7.5,108,,,0809
5215927,ABERDEENSHIRE,PRIMARY,BUCHANHAVEN PRIMARY SCHOOL,22.4,401,,,0809
5216028,ABERDEENSHIRE,PRIMARY,BURNHAVEN PRIMARY SCHOOL,5.6,84,,,0809
5216125,ABERDEENSHIRE,PRIMARY,CRIMOND SCHOOL,5.7,66,,,0809
5216222,ABERDEENSHIRE,PRIMARY,CRUDIE PRIMARY SCHOOL,2.6,25,,,0809
5216427,ABERDEENSHIRE,PRIMARY,FETTERANGUS PRIMARY SCHOOL,2.8,27,,,0809
5216524,ABERDEENSHIRE,PRIMARY,FINTRY PRIMARY SCHOOL,3.2,41,,,0809
5216621,ABERDEENSHIRE,PRIMARY,FISHERFORD PRIMARY SCHOOL,1.7,16,,,0809
5216729,ABERDEENSHIRE,PRIMARY,ST ANDREWS PRIMARY SCHOOL,17.2,318,,,0809
5216923,ABERDEENSHIRE,PRIMARY,FRASERBURGH NORTH PRIMARY SCHOOL,9.5,107,,,0809
5217024,ABERDEENSHIRE,PRIMARY,FRASERBURGH SOUTH PARK SCHOOL,19.0,349,,,0809
5217229,ABERDEENSHIRE,PRIMARY,HATTON CRUDEN PRIMARY SCHOOL,5.3,95,,,0809
5217326,ABERDEENSHIRE,PRIMARY,INVERALLOCHY SCHOOL,8.3,113,,,0809
5217423,ABERDEENSHIRE,PRIMARY,KING EDWARD PRIMARY SCHOOL,2.8,26,,,0809
5217520,ABERDEENSHIRE,PRIMARY,KININMONTH PRIMARY SCHOOL,2.3,35,,,0809
5217628,ABERDEENSHIRE,PRIMARY,LONGHAVEN SCHOOL,2.1,13,,,0809
5217725,ABERDEENSHIRE,PRIMARY,LONGSIDE PRIMARY SCHOOL,10.7,155,,,0809
5217822,ABERDEENSHIRE,PRIMARY,MAUD PRIMARY SCHOOL,6.6,105,,,0809
5218020,ABERDEENSHIRE,PRIMARY,MONQUHITTER PRIMARY SCHOOL,6.8,111,,,0809
5218527,ABERDEENSHIRE,PRIMARY,PETERHEAD CENTRAL PRIMARY SCHOOL,12.4,200,,,0809
5218624,ABERDEENSHIRE,PRIMARY,CLERKHILL PRIMARY SCHOOL,20.1,334,,,0809
5218721,ABERDEENSHIRE,PRIMARY,MEETHILL PRIMARY SCHOOL,10.0,180,,,0809
5219027,ABERDEENSHIRE,PRIMARY,PORT ERROLL PRIMARY SCHOOL,9.1,117,,,0809
5219124,ABERDEENSHIRE,PRIMARY,RATHEN PRIMARY SCHOOL,5.2,72,,,0809
5219221,ABERDEENSHIRE,PRIMARY,ROTHIENORMAN SCHOOL,6.8,98,,,0809
5219329,ABERDEENSHIRE,PRIMARY,ST COMBS PRIMARY SCHOOL,4.3,65,,,0809
5219426,ABERDEENSHIRE,PRIMARY,ST FERGUS PRIMARY SCHOOL,8.1,100,,,0809
5219523,ABERDEENSHIRE,PRIMARY,SANDHAVEN SCHOOL,5.4,61,,,0809
5219620,ABERDEENSHIRE,PRIMARY,TYRIE PRIMARY SCHOOL,3.1,42,,,0809
5219825,ABERDEENSHIRE,PRIMARY,STUARTFIELD PRIMARY SCHOOL,5.3,84,,,0809
5219922,ABERDEENSHIRE,PRIMARY,FYVIE SCHOOL,9.5,144,,,0809
5220122,ABERDEENSHIRE,PRIMARY,MINTLAW PRIMARY SCHOOL,9.5,131,,,0809
5220327,ABERDEENSHIRE,PRIMARY,NEW DEER PRIMARY SCHOOL,7.3,103,,,0809
5220424,ABERDEENSHIRE,PRIMARY,NEW PITSLIGO & ST JOHN'S PRIMARY SCHOOL,8.2,110,,,0809
5220823,ABERDEENSHIRE,PRIMARY,ROSEHEARTY SCHOOL,8.3,135,,,0809
5220920,ABERDEENSHIRE,PRIMARY,STRICHEN PRIMARY SCHOOL,8.2,128,,,0809
5221722,ABERDEENSHIRE,PRIMARY,PITFOUR PRIMARY SCHOOL,6.8,73,,,0809
5221927,ABERDEENSHIRE,PRIMARY,DALES PARK PRIMARY SCHOOL,10.4,137,,,0809
5222020,ABERDEENSHIRE,PRIMARY,LOCHPOTS PRIMARY SCHOOL,11.6,174,,,0809
5222222,ABERDEENSHIRE,PRIMARY,TURRIFF PRIMARY SCHOOL,25.1,434,,,0809
5224020,ABERDEENSHIRE,PRIMARY,ALFORD PRIMARY SCHOOL,16.7,285,,,0809
5224128,ABERDEENSHIRE,PRIMARY,ARNAGE PRIMARY SCHOOL,2.8,27,,,0809
5224225,ABERDEENSHIRE,PRIMARY,BALMEDIE PRIMARY SCHOOL,18.1,362,,,0809
5224322,ABERDEENSHIRE,PRIMARY,BARTHOL CHAPEL PRIMARY SCHOOL,2.7,36,,,0809
5224527,ABERDEENSHIRE,PRIMARY,CAIRNEY PRIMARY SCHOOL,2.5,29,,,0809
5224721,ABERDEENSHIRE,PRIMARY,CHAPEL OF GARIOCH,2.9,40,,,0809
5224829,ABERDEENSHIRE,PRIMARY,CLATT PRIMARY SCHOOL,1.5,11,,,0809
5224926,ABERDEENSHIRE,PRIMARY,CLUNY SCHOOL,3.4,55,,,0809
5225221,ABERDEENSHIRE,PRIMARY,CRAIGIEVAR SCHOOL,2.4,41,,,0809
5225329,ABERDEENSHIRE,PRIMARY,CULTERCULLEN PRIMARY SCHOOL,3.9,50,,,0809
5225426,ABERDEENSHIRE,PRIMARY,DAVIOT PRIMARY SCHOOL,6.9,106,,,0809
5225523,ABERDEENSHIRE,PRIMARY,DRUMBLADE PRIMARY SCHOOL,2.8,28,,,0809
5225620,ABERDEENSHIRE,PRIMARY,DUNECHT SCHOOL,4.0,51,,,0809
5225728,ABERDEENSHIRE,PRIMARY,ECHT SCHOOL,3.6,25,,,0809
5225825,ABERDEENSHIRE,PRIMARY,ELLON PRIMARY SCHOOL,20.0,284,,,0809
5225922,ABERDEENSHIRE,PRIMARY,AUCHTERELLON PRIMARY SCHOOL,21.4,373,,,0809
5226120,ABERDEENSHIRE,PRIMARY,FORGUE PRIMARY,3.2,34,,,0809
5226228,ABERDEENSHIRE,PRIMARY,FOVERAN PRIMARY SCHOOL,2.6,43,,,0809
5226325,ABERDEENSHIRE,PRIMARY,GARTLY PRIMARY SCHOOL,2.7,43,,,0809
5226422,ABERDEENSHIRE,PRIMARY,GLASS PRIMARY SCHOOL,2.4,22,,,0809
5226627,ABERDEENSHIRE,PRIMARY,HATTON FINTRAY PRIMARY SCHOOL,3.0,40,,,0809
5226724,ABERDEENSHIRE,PRIMARY,GORDON PRIMARY SCHOOL,26.3,413,,,0809
5226821,ABERDEENSHIRE,PRIMARY,URYSIDE SCHOOL,10.1,161,,,0809
5226929,ABERDEENSHIRE,PRIMARY,KEIG SCHOOL,2.5,38,,,0809
5227127,ABERDEENSHIRE,PRIMARY,KEITHHALL PRIMARY SCHOOL,2.9,39,,,0809
5227224,ABERDEENSHIRE,PRIMARY,KENNETHMONT PRIMARY SCHOOL,2.8,24,,,0809
5227526,ABERDEENSHIRE,PRIMARY,LARGUE PRIMARY SCHOOL,1.7,14,,,0809
5227623,ABERDEENSHIRE,PRIMARY,LOGIE DURNO PRIMARY SCHOOL,3.5,34,,,0809
5227720,ABERDEENSHIRE,PRIMARY,LUMSDEN PRIMARY SCHOOL,3.1,38,,,0809
5227828,ABERDEENSHIRE,PRIMARY,MELDRUM PRIMARY SCHOOL,22.2,329,,,0809
5227925,ABERDEENSHIRE,PRIMARY,METHLICK PRIMARY SCHOOL,5.5,87,,,0809
5228026,ABERDEENSHIRE,PRIMARY,MIDMAR SCHOOL,3.9,49,,,0809
5228220,ABERDEENSHIRE,PRIMARY,MONYMUSK SCHOOL,3.6,49,,,0809
5228328,ABERDEENSHIRE,PRIMARY,NEWBURGH MATHERS PRIMARY SCHOOL,8.0,131,,,0809
5228425,ABERDEENSHIRE,PRIMARY,NEW MACHAR PRIMARY SCHOOL,17.4,333,,,0809
5228522,ABERDEENSHIRE,PRIMARY,OLD RAYNE SCHOOL,2.8,39,,,0809
5228727,ABERDEENSHIRE,PRIMARY,OYNE SCHOOL,4.0,57,,,0809
5228824,ABERDEENSHIRE,PRIMARY,PITMEDDEN PRIMARY SCHOOL,8.3,177,,,0809
5228921,ABERDEENSHIRE,PRIMARY,PORT ELPHINSTONE PRIMARY SCHOOL,5.7,71,,,0809
5229022,ABERDEENSHIRE,PRIMARY,PREMNAY SCHOOL,2.6,22,,,0809
5229227,ABERDEENSHIRE,PRIMARY,RAYNE NORTH PRIMARY SCHOOL,2.8,39,,,0809
5229324,ABERDEENSHIRE,PRIMARY,RHYNIE PRIMARY SCHOOL,4.2,48,,,0809
5229529,ABERDEENSHIRE,PRIMARY,SKENE PRIMARY SCHOOL,3.0,24,,,0809
5229626,ABERDEENSHIRE,PRIMARY,SLAINS SCHOOL,2.8,38,,,0809
5229723,ABERDEENSHIRE,PRIMARY,STRATHDON SCHOOL,3.0,37,,,0809
5229928,ABERDEENSHIRE,PRIMARY,TIPPERTY PRIMARY SCHOOL,3.2,22,,,0809
5230020,ABERDEENSHIRE,PRIMARY,TOUGH PRIMARY SCHOOL,2.9,35,,,0809
5230128,ABERDEENSHIRE,PRIMARY,TOWIE SCHOOL,2.8,26,,,0809
5230225,ABERDEENSHIRE,PRIMARY,TULLYNESSLE PRIMARY SCHOOL,3.0,39,,,0809
5230322,ABERDEENSHIRE,PRIMARY,UDNY GREEN PRIMARY SCHOOL,2.7,26,,,0809
5230527,ABERDEENSHIRE,PRIMARY,WESTHILL PRIMARY SCHOOL,15.8,300,,,0809
5230721,ABERDEENSHIRE,PRIMARY,KEMNAY PRIMARY SCHOOL,12.9,203,,,0809
5231523,ABERDEENSHIRE,PRIMARY,INSCH PRIMARY SCHOOL,14.1,227,,,0809
5231825,ABERDEENSHIRE,PRIMARY,STRATHBURN PRIMARY SCHOOL,21.5,411,,,0809
5231922,ABERDEENSHIRE,PRIMARY,KINTORE PRIMARY SCHOOL,30.3,492,,,0809
5232228,ABERDEENSHIRE,PRIMARY,KELLANDS PRIMARY SCHOOL,16.0,287,,,0809
5232325,ABERDEENSHIRE,PRIMARY,KINELLAR PRIMARY SCHOOL,15.3,258,,,0809
5232422,ABERDEENSHIRE,PRIMARY,ALEHOUSEWELLS PRIMARY SCHOOL,12.0,167,,,0809
5232627,ABERDEENSHIRE,PRIMARY,CROMBIE PRIMARY SCHOOL,19.5,329,,,0809
5232724,ABERDEENSHIRE,PRIMARY,MEIKLEMILL PRIMARY SCHOOL,10.5,150,,,0809
5233127,ABERDEENSHIRE,PRIMARY,TARVES PRIMARY SCHOOL,7.1,101,,,0809
5233224,ABERDEENSHIRE,PRIMARY,ELRICK PRIMARY SCHOOL,21.3,356,,,0809
5249023,ABERDEENSHIRE,PRIMARY,BANCHORYDEVENICK SCHOOL,3.9,54,,,0809
5249120,ABERDEENSHIRE,PRIMARY,BERVIE PRIMARY SCHOOL,11.1,183,,,0809
5249325,ABERDEENSHIRE,PRIMARY,CATTERLINE PRIMARY SCHOOL,4.1,56,,,0809
5249422,ABERDEENSHIRE,PRIMARY,CRATHES PRIMARY SCHOOL,2.9,28,,,0809
5249627,ABERDEENSHIRE,PRIMARY,DUNNOTTAR PRIMARY SCHOOL,13.1,219,,,0809
5249724,ABERDEENSHIRE,PRIMARY,FETTERCAIRN PRIMARY SCHOOL,2.4,31,,,0809
5249821,ABERDEENSHIRE,PRIMARY,AUCHENBLAE PRIMARY SCHOOL,5.4,93,,,0809
5249929,ABERDEENSHIRE,PRIMARY,GLENBERVIE PRIMARY SCHOOL,3.9,70,,,0809
5250021,ABERDEENSHIRE,PRIMARY,GOURDON PRIMARY SCHOOL,5.0,75,,,0809
5250129,ABERDEENSHIRE,PRIMARY,JOHNSHAVEN PRIMARY SCHOOL,2.7,39,,,0809
5250226,ABERDEENSHIRE,PRIMARY,KINNEFF PRIMARY SCHOOL,2.7,25,,,0809
5250420,ABERDEENSHIRE,PRIMARY,LUTHERMUIR PRIMARY SCHOOL,5.6,72,,,0809
5250722,ABERDEENSHIRE,PRIMARY,MARYKIRK PRIMARY SCHOOL,2.6,25,,,0809
5250820,ABERDEENSHIRE,PRIMARY,HILL OF BANCHORY SCHOOL,17.2,264,,,0809
5251028,ABERDEENSHIRE,PRIMARY,NEWTONHILL PRIMARY SCHOOL,19.1,295,,,0809
5251125,ABERDEENSHIRE,PRIMARY,PORTLETHEN PRIMARY SCHOOL,15.4,288,,,0809
5251222,ABERDEENSHIRE,PRIMARY,REDMYRE PRIMARY SCHOOL,4.0,50,,,0809
5251427,ABERDEENSHIRE,PRIMARY,ST CYRUS PRIMARY SCHOOL,8.0,133,,,0809
5251524,ABERDEENSHIRE,PRIMARY,ARDUTHIE SCHOOL,21.0,374,,,0809
5251621,ABERDEENSHIRE,PRIMARY,STRACHAN SCHOOL,2.6,27,,,0809
5251729,ABERDEENSHIRE,PRIMARY,DURRIS PRIMARY SCHOOL,3.8,61,,,0809
5256127,ABERDEENSHIRE,PRIMARY,ABOYNE PRIMARY SCHOOL,17.5,242,,,0809
5256224,ABERDEENSHIRE,PRIMARY,BALLATER PRIMARY SCHOOL,7.3,104,,,0809
5256429,ABERDEENSHIRE,PRIMARY,BRAEMAR SCHOOL,3.2,40,,,0809
5256623,ABERDEENSHIRE,PRIMARY,CRATHIE PRIMARY SCHOOL,2.0,15,,,0809
5256720,ABERDEENSHIRE,PRIMARY,DRUMOAK PRIMARY SCHOOL,4.9,93,,,0809
5256828,ABERDEENSHIRE,PRIMARY,FINZEAN PRIMARY SCHOOL,4.1,40,,,0809
5256925,ABERDEENSHIRE,PRIMARY,KINCARDINE O'NEIL PRIMARY SCHOOL,2.0,24,,,0809
5257026,ABERDEENSHIRE,PRIMARY,LOGIE COLDSTONE PRIMARY SCHOOL,1.7,16,,,0809
5257123,ABERDEENSHIRE,PRIMARY,LUMPHANAN PRIMARY SCHOOL,4.6,77,,,0809
5257328,ABERDEENSHIRE,PRIMARY,TARLAND PRIMARY SCHOOL,6.2,73,,,0809
5257425,ABERDEENSHIRE,PRIMARY,TORPHINS PRIMARY SCHOOL,14.5,219,,,0809
5257727,ABERDEENSHIRE,PRIMARY,MILL O'FOREST PRIMARY SCHOOL,20.2,376,,,0809
5257824,ABERDEENSHIRE,PRIMARY,BANCHORY PRIMARY SCHOOL,24.0,427,,,0809
5257921,ABERDEENSHIRE,PRIMARY,FISHERMOSS SCHOOL,18.5,277,,,0809
5258227,ABERDEENSHIRE,PRIMARY,LAURENCEKIRK PRIMARY SCHOOL,17.9,326,,,0809
5300029,ANGUS,PRIMARY,WOODLANDS PRIMARY SCHOOL,12.0,208,,,0809
5300126,ANGUS,PRIMARY,ABERLEMNO PRIMARY SCHOOL,3.2,31,,,0809
5300223,ANGUS,PRIMARY,AIRLIE PRIMARY SCHOOL,4.1,54,,,0809
5300320,ANGUS,PRIMARY,ARBIRLOT PRIMARY SCHOOL,3.2,28,,,0809
5300428,ANGUS,PRIMARY,HAYSHEAD PRIMARY SCHOOL,23.9,380,,,0809
5300525,ANGUS,PRIMARY,INVERBROTHOCK PRIMARY SCHOOL,21.9,383,,,0809
5300622,ANGUS,PRIMARY,LADYLOAN PRIMARY SCHOOL,16.9,244,,,0809
5300720,ANGUS,PRIMARY,BURNSIDE PRIMARY SCHOOL,19.9,370,,,0809
5300827,ANGUS,PRIMARY,MUIRFIELD PRIMARY SCHOOL,13.5,216,,,0809
5300924,ANGUS,PRIMARY,ST THOMAS' PRIMARY SCHOOL,8.8,126,,,0809
5301025,ANGUS,PRIMARY,TIMMERGREENS PRIMARY SCHOOL,15.3,268,,,0809
5301122,ANGUS,PRIMARY,WARDDYKES PRIMARY SCHOOL,17.2,260,,,0809
5301220,ANGUS,PRIMARY,WHITEHILLS PRIMARY SCHOOL,23.4,394,,,0809
5301424,ANGUS,PRIMARY,ANDOVER PRIMARY SCHOOL,16.7,248,,,0809
5301521,ANGUS,PRIMARY,MAISONDIEU PRIMARY SCHOOL,18.6,317,,,0809
5301726,ANGUS,PRIMARY,CARMYLLIE PRIMARY SCHOOL,3.1,28,,,0809
5302021,ANGUS,PRIMARY,COLLISTON PRIMARY SCHOOL,4.6,62,,,0809
5302129,ANGUS,PRIMARY,CORTACHY PRIMARY SCHOOL,2.5,31,,,0809
5302625,ANGUS,PRIMARY,EASSIE PRIMARY SCHOOL,2.3,20,,,0809
5302722,ANGUS,PRIMARY,EDZELL PRIMARY SCHOOL,6.0,80,,,0809
5303028,ANGUS,PRIMARY,FERRYDEN PRIMARY SCHOOL,7.8,122,,,0809
5303222,ANGUS,PRIMARY,STRATHMORE PRIMARY SCHOOL,16.8,285,,,0809
5303427,ANGUS,PRIMARY,LANGLANDS PRIMARY SCHOOL,21.3,371,,,0809
5303621,ANGUS,PRIMARY,FRIOCKHEIM PRIMARY SCHOOL,9.4,141,,,0809
5303729,ANGUS,PRIMARY,GLAMIS PRIMARY SCHOOL,4.4,70,,,0809
5303826,ANGUS,PRIMARY,GLENISLA PRIMARY SCHOOL,2.1,12,,,0809
5304121,ANGUS,PRIMARY,INVERARITY PRIMARY SCHOOL,3.6,39,,,0809
5304229,ANGUS,PRIMARY,INVERKEILOR PRIMARY SCHOOL,5.1,54,,,0809
5304326,ANGUS,PRIMARY,KILRY PRIMARY SCHOOL,2.7,18,,,0809
5304725,ANGUS,PRIMARY,SOUTHMUIR PRIMARY SCHOOL,15.4,216,,,0809
5304822,ANGUS,PRIMARY,LETHAM PRIMARY SCHOOL,10.1,166,,,0809
5305020,ANGUS,PRIMARY,LETHNOT PRIMARY SCHOOL,1.6,6,,,0809
5305128,ANGUS,PRIMARY,LINTRATHEN PRIMARY SCHOOL,2.2,10,,,0809
5305624,ANGUS,PRIMARY,MONIKIE PRIMARY SCHOOL,5.5,71,,,0809
5305926,ANGUS,PRIMARY,SOUTHESK PRIMARY SCHOOL,13.5,198,,,0809
5306027,ANGUS,PRIMARY,ST MARGARET'S PRIMARY SCHOOL,3.2,36,,,0809
5306124,ANGUS,PRIMARY,NEWBIGGING PRIMARY SCHOOL,2.6,35,,,0809
5306728,ANGUS,PRIMARY,STRACATHRO PRIMARY SCHOOL,3.0,25,,,0809
5306825,ANGUS,PRIMARY,TANNADICE PRIMARY SCHOOL,6.5,96,,,0809
5306922,ANGUS,PRIMARY,TARFSIDE PRIMARY SCHOOL,1.7,14,,,0809
5307821,ANGUS,PRIMARY,CARLOGIE PRIMARY SCHOOL,22.6,337,,,0809
5307929,ANGUS,PRIMARY,LOCHSIDE PRIMARY SCHOOL,22.2,370,,,0809
5308127,ANGUS,PRIMARY,NORTHMUIR PRIMARY SCHOOL,18.6,308,,,0809
5308232,ANGUS,PRIMARY,NEWTYLE PRIMARY SCHOOL,4.2,59,,,0809
5308925,ANGUS,PRIMARY,BORROWFIELD PRIMARY SCHOOL,12.6,210,,,0809
5320127,ANGUS,PRIMARY,AUCHTERHOUSE PRIMARY SCHOOL,3.3,46,,,0809
5320321,ANGUS,PRIMARY,LIFF PRIMARY SCHOOL,7.4,120,,,0809
5320429,ANGUS,PRIMARY,MATTOCKS PRIMARY SCHOOL,4.3,56,,,0809
5320623,ANGUS,PRIMARY,SEAVIEW PRIMARY SCHOOL,18.9,350,,,0809
5320720,ANGUS,PRIMARY,BIRKHILL PRIMARY SCHOOL,13.3,231,,,0809
5320828,ANGUS,PRIMARY,MURROES PRIMARY SCHOOL,7.2,96,,,0809
5320925,ANGUS,PRIMARY,STRATHMARTINE PRIMARY SCHOOL,2.8,33,,,0809
5321026,ANGUS,PRIMARY,TEALING PRIMARY SCHOOL,4.1,48,,,0809
5330823,ANGUS,PRIMARY,ROSEMOUNT PRIMARY SCHOOL,10.5,181,,,0809
5339421,ANGUS,PRIMARY,GRANGE PRIMARY SCHOOL,20.6,351,,,0809
8100020,ARGYLL & BUTE,PRIMARY,STRATH OF APPIN PRIMARY SCHOOL GAELIC UNIT,2.3,7,,,0809
8100128,ARGYLL & BUTE,PRIMARY,ACHAHOISH PRIMARY SCHOOL,2.1,14,,,0809
8100225,ARGYLL & BUTE,PRIMARY,ACHALEVEN PRIMARY SCHOOL,2.9,27,,,0809
8100322,ARGYLL & BUTE,PRIMARY,ARDCHATTAN PRIMARY SCHOOL,1.2,9,,,0809
8100829,ARGYLL & BUTE,PRIMARY,ARINAGOUR PRIMARY SCHOOL,2.2,24,,,0809
8100926,ARGYLL & BUTE,PRIMARY,ARDRISHAIG PRIMARY SCHOOL,8.1,133,,,0809
8101027,ARGYLL & BUTE,PRIMARY,ASHFIELD PRIMARY SCHOOL,1.4,4,,,0809
8101221,ARGYLL & BUTE,PRIMARY,BARCALDINE PRIMARY SCHOOL,2.5,23,,,0809
8101523,ARGYLL & BUTE,PRIMARY,BUNESSAN PRIMARY SCHOOL,2.8,31,,,0809
8101728,ARGYLL & BUTE,PRIMARY,ST KIERAN'S PRIMARY SCHOOL,1.3,5,,,0809
8101825,ARGYLL & BUTE,PRIMARY,CARRADALE PRIMARY SCHOOL,2.7,23,,,0809
8101922,ARGYLL & BUTE,PRIMARY,CLACHAN PRIMARY SCHOOL,1.4,13,,,0809
8102023,ARGYLL & BUTE,PRIMARY,CRAIGNISH PRIMARY SCHOOL,2.7,26,,,0809
8102325,ARGYLL & BUTE,PRIMARY,DALMALLY PRIMARY SCHOOL,4.2,46,,,0809
8102422,ARGYLL & BUTE,PRIMARY,DERVAIG PRIMARY SCHOOL,1.5,16,,,0809
8102627,ARGYLL & BUTE,PRIMARY,DRUMLEMBLE PRIMARY SCHOOL,3.0,37,,,0809
8102724,ARGYLL & BUTE,PRIMARY,DUNBEG PRIMARY SCHOOL,5.4,81,,,0809
8102821,ARGYLL & BUTE,PRIMARY,DUNOON PRIMARY SCHOOL,16.5,245,,,0809
8102929,ARGYLL & BUTE,PRIMARY,ST MUN'S PRIMARY SCHOOL,8.4,153,,,0809
8103127,ARGYLL & BUTE,PRIMARY,EASDALE PRIMARY SCHOOL,4.1,37,,,0809
8103224,ARGYLL & BUTE,PRIMARY,FURNACE PRIMARY SCHOOL,2.3,26,,,0809
8103321,ARGYLL & BUTE,PRIMARY,GIGHA PRIMARY SCHOOL,3.1,22,,,0809
8103429,ARGYLL & BUTE,PRIMARY,GLASSARY PRIMARY SCHOOL,2.2,17,,,0809
8103526,ARGYLL & BUTE,PRIMARY,GLENBARR PRIMARY SCHOOL,2.4,15,,,0809
8103925,ARGYLL & BUTE,PRIMARY,INNELLAN PRIMARY SCHOOL,3.3,35,,,0809
8104026,ARGYLL & BUTE,PRIMARY,INVERARAY PRIMARY SCHOOL,6.5,74,,,0809
8104123,ARGYLL & BUTE,PRIMARY,IONA PRIMARY SCHOOL,1.3,8,,,0809
8104220,ARGYLL & BUTE,PRIMARY,KEILLS PRIMARY SCHOOL,2.7,27,,,0809
8104522,ARGYLL & BUTE,PRIMARY,KILCHATTAN PRIMARY SCHOOL,1.4,7,,,0809
8104921,ARGYLL & BUTE,PRIMARY,KILCHRENAN PRIMARY SCHOOL,1.9,18,,,0809
8105022,ARGYLL & BUTE,PRIMARY,KILMARTIN PRIMARY SCHOOL,3.9,54,,,0809
8105324,ARGYLL & BUTE,PRIMARY,KILMODAN PRIMARY SCHOOL,2.4,21,,,0809
8105626,ARGYLL & BUTE,PRIMARY,KILNINVER PRIMARY SCHOOL,2.4,27,,,0809
8105723,ARGYLL & BUTE,PRIMARY,KIRN PRIMARY SCHOOL,10.7,171,,,0809
8105928,ARGYLL & BUTE,PRIMARY,LISMORE PRIMARY SCHOOL,1.4,9,,,0809
8106029,ARGYLL & BUTE,PRIMARY,LOCHDONHEAD PRIMARY SCHOOL,2.2,13,,,0809
8106126,ARGYLL & BUTE,PRIMARY,LOCHNELL PRIMARY SCHOOL,6.5,87,,,0809
