EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,HOME,2368.47
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,542.19
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,136.6
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,1819,BOOKS,236.09
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,2276.15
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,517.72
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,7662.31
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,117.22
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,PE,7757.95
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,177.58
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,78.9
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,1448.41
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,SCIENTIFIC,747.66
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,3976.48
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,WOOD/METALWORK,5868.37
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,143.85
DD2000,,GRANTOWN GRAMMAR SCHOOL,1819,STATIONERY,750.33
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,1819,MPS,5867.47
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,1819,MPS,1812.67
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,92.56
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1819,EQUIPMENT,10951.87
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1819,CLASSROOM,687.93
EF1003,ASSOCS/OTHER BODIES,GRANTOWN GRAMMAR SCHOOL,1819,VOLUNTARY,420.0
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,1819,GOVT,-12059.8
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1920,APT&C,47365.4
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1920,TEACHERS,1309049.93
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1920,SUPPLY,41861.67
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,1920,LABORATORY,29753.76
AA1250,PAY,GRANTOWN GRAMMAR SCHOOL,1920,HOLIDAY,94.99
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,1920,NI,5495.91
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1920,NI,143693.9
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1920,NI,1812.66
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,1920,SUPERANN,15000.62
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,1920,SUPERANN,254605.66
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,1920,SUPERANN,5858.41
AE1600,,GRANTOWN GRAMMAR SCHOOL,1920,MISCELLANEOUS,198.12
AH1000,COURSES,GRANTOWN GRAMMAR SCHOOL,1920,TRAINING,40.0
AH1010,DEVELOPMENT,GRANTOWN GRAMMAR SCHOOL,1920,STAFF,215.0
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,1920,APPRENTICESHIP,7133.5
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1920,ELECTRICITY,87996.87
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,1920,HEATING,71300.76
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,1920,WATER,14800.44
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,1920,CLEANING,1985.17
CB1006,HIRE CONT CHG FROM FLEET,GRANTOWN GRAMMAR SCHOOL,1920,INT,369.24
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,1920,EDUCATIONAL,6509.98
CD1000,,GRANTOWN GRAMMAR SCHOOL,1920,FARES,382.59
CF1003,MILEAGE  TAXABLE,GRANTOWN GRAMMAR SCHOOL,1920,TRAVEL,61.5
CF1004,MILEAGE  NON TAXABLE,GRANTOWN GRAMMAR SCHOOL,1920,TRAVEL,1236.26
CF1008,CLUB MILEAGE,GRANTOWN GRAMMAR SCHOOL,1920,CAR,94.65
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1920,EQUIPMENT,948.47
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,1920,EQUIPMENT,958.43
DA4042,PRODUCTS  OTHER,GRANTOWN GRAMMAR SCHOOL,1920,SANITARY,8.5
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,679.86
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,1920,MEALS,443.64
DC1000,CLOTHING,GRANTOWN GRAMMAR SCHOOL,1920,PROTECTIVE,113.69
DD1000,,GRANTOWN GRAMMAR SCHOOL,1920,PRINTING,49.5
DD2000,,GRANTOWN GRAMMAR SCHOOL,1920,STATIONERY,1391.81
DE1015,GENERAL,GRANTOWN GRAMMAR SCHOOL,1920,CONSULTANTS,99.92
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,1920,ICT,75.0
DF5002,SOFTWARE PURCHASE,GRANTOWN GRAMMAR SCHOOL,1920,COMPUTER,84.0
DF7000,,GRANTOWN GRAMMAR SCHOOL,1920,POSTAGES,418.04
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,1920,LANDLINE,2001.69
DF9005,TELEPHONES USAGE,GRANTOWN GRAMMAR SCHOOL,1920,LANDLINE,78.12
DG4000,,GRANTOWN GRAMMAR SCHOOL,1920,SUBSISTENCE,27.49
DK9010,FUND,GRANTOWN GRAMMAR SCHOOL,1920,SCHOOL,61.49
DK9500,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,MISCELLANEOUS,129.16
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,1920,SCOTT,36450.19
KC1936,FEES/CHARGES,GRANTOWN GRAMMAR SCHOOL,1920,OTHER,6.0
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,1920,REVENUE,-0.33
DD2000,,GRANTOWN GRAMMAR SCHOOL,1920,STATIONERY,10.38
KE3000,FROM WITHIN HLAND CNCL,GRANTOWN GRAMMAR SCHOOL,1920,INCOME,-2317.0
CD1000,,GRANTOWN GRAMMAR SCHOOL,1920,FARES,2300.68
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,9124.28
DG1000,,GRANTOWN GRAMMAR SCHOOL,1920,ACCOMMODATION,863.52
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,1920,GRANTS,-12288.48
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,1012.89
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,385.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,54.9
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,521.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,657.85
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,69.9
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,37.13
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,HOME,1877.83
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,40.22
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,113.35
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,1920,BOOKS,105.4
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,545.15
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,465.1
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,2882.1
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,1044.96
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,PE,270.59
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,69.9
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,242.81
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,1068.01
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,SCIENTIFIC,466.19
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,1291.23
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,WOOD/METALWORK,1191.65
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,1920,MPS,5161.66
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,1920,MPS,1964.56
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,149.91
DD2000,,GRANTOWN GRAMMAR SCHOOL,1920,STATIONERY,5.22
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,1920,EQUIPMENT,10923.56
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,1920,CLASSROOM,7172.76
EF1003,ASSOCS/OTHER BODIES,GRANTOWN GRAMMAR SCHOOL,1920,VOLUNTARY,8298.74
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,1920,GOVT,-25899.06
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2021,APT&C,49673.28
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2021,TEACHERS,1367079.63
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2021,SUPPLY,6028.27
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2021,LABORATORY,30652.44
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,2021,NI,5865.17
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2021,NI,148476.24
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2021,NI,482.83
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,2021,SUPERANN,15664.42
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2021,SUPERANN,305652.73
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2021,SUPERANN,1236.17
AE1600,,GRANTOWN GRAMMAR SCHOOL,2021,MISCELLANEOUS,437.6
AH1000,COURSES,GRANTOWN GRAMMAR SCHOOL,2021,TRAINING,500.61
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,2021,APPRENTICESHIP,7250.66
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2021,ELECTRICITY,66077.5
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,2021,HEATING,44691.94
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2021,WATER,19044.56
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,2021,CLEANING,1923.91
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,2021,EDUCATIONAL,2121.73
CC2010,EXPENDITURE,GRANTOWN GRAMMAR SCHOOL,2021,HIREVEHICLES,62.1
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,2021,EQUIPMENT,573.04
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,2021,EQUIPMENT,159.69
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,688.74
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,2021,MEALS,34.79
DD2000,,GRANTOWN GRAMMAR SCHOOL,2021,STATIONERY,778.19
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,2021,ICT,162.55
DF7000,,GRANTOWN GRAMMAR SCHOOL,2021,POSTAGES,83.32
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,2021,LANDLINE,1065.21
DF9005,TELEPHONES USAGE,GRANTOWN GRAMMAR SCHOOL,2021,LANDLINE,154.85
DF9010,PHONE LINE RENTAL,GRANTOWN GRAMMAR SCHOOL,2021,MOBILE,76.0
DF9025,MAINTENANCE,GRANTOWN GRAMMAR SCHOOL,2021,TELEPHONY,162.5
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,2021,SCOTT,36566.0
KA2000,GRANTS NONSPECIFIC GRANT,GRANTOWN GRAMMAR SCHOOL,2021,GOVT,-615.92
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,2021,REVENUE,-55277.61
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,73.7
DD2000,,GRANTOWN GRAMMAR SCHOOL,2021,STATIONERY,10.44
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,10555.43
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,2021,GRANTS,-10555.43
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,60.48
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,328.78
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,442.73
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,294.22
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,189.31
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,64.56
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,HOME,1078.28
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,221.69
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,20.67
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,2021,BOOKS,52.7
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,1538.73
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,118.82
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,771.8
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,184.62
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,869.18
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,SCIENTIFIC,7.54
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,1458.23
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,WOOD/METALWORK,893.34
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,2021,MPS,2653.58
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,2021,MPS,1149.7
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,55.6
DD2000,,GRANTOWN GRAMMAR SCHOOL,2021,STATIONERY,71.7
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,2021,EQUIPMENT,2583.44
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2021,CLASSROOM,378.27
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,2021,GOVT,-2285.31
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,APT&C,52316.66
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,TEACHERS,1373818.86
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,SUPPLY,41095.97
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,LABORATORY,31426.14
AA1250,PAY,GRANTOWN GRAMMAR SCHOOL,2122,HOLIDAY,221.33
AA1500,GENERAL,GRANTOWN GRAMMAR SCHOOL,2122,OVERTIME,1678.87
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,NI,6458.9
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,NI,150377.47
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2122,NI,3407.31
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,SUPERANN,15926.69
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,SUPERANN,309423.11
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2122,SUPERANN,7539.06
AE1600,,GRANTOWN GRAMMAR SCHOOL,2122,MISCELLANEOUS,590.66
AH1000,COURSES,GRANTOWN GRAMMAR SCHOOL,2122,TRAINING,380.0
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,2122,APPRENTICESHIP,7460.11
BA3000,CLIENT EXTERNAL PARTIES,GRANTOWN GRAMMAR SCHOOL,2122,MAINT,147.0
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2122,ELECTRICITY,76191.47
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,2122,HEATING,80121.06
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2122,WATER,19083.49
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,2122,CLEANING,1342.29
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,2122,EDUCATIONAL,4555.35
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,2122,EQUIPMENT,2865.96
DA1600,EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,2122,SPORTS,50.0
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,2122,EQUIPMENT,273.96
DA4041,PRODUCTS  TAMPONS,GRANTOWN GRAMMAR SCHOOL,2122,SANITARY,108.5
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,2122,MEALS,460.51
DD2000,,GRANTOWN GRAMMAR SCHOOL,2122,STATIONERY,1434.69
DE3010,COLLECTION/SHERIFF OFFICE,GRANTOWN GRAMMAR SCHOOL,2122,DEBT,179.09
DF4001,CHARGES CORE SUPPLIER,GRANTOWN GRAMMAR SCHOOL,2122,ICT,48.84
DF5002,SOFTWARE PURCHASE,GRANTOWN GRAMMAR SCHOOL,2122,COMPUTER,370.75
DF7000,,GRANTOWN GRAMMAR SCHOOL,2122,POSTAGES,184.66
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,2122,LANDLINE,1062.79
DF9005,TELEPHONES USAGE,GRANTOWN GRAMMAR SCHOOL,2122,LANDLINE,138.97
DF9010,PHONE LINE RENTAL,GRANTOWN GRAMMAR SCHOOL,2122,MOBILE,366.0
DF9025,MAINTENANCE,GRANTOWN GRAMMAR SCHOOL,2122,TELEPHONY,195.0
DF9035,TEL INSTALLS/SUNDRIES,GRANTOWN GRAMMAR SCHOOL,2122,LANDLINE,74.99
DK9010,FUND,GRANTOWN GRAMMAR SCHOOL,2122,SCHOOL,1892.33
EE1200,QUALIFICATIONS AUTHORITY,GRANTOWN GRAMMAR SCHOOL,2122,SCOTT,36558.5
XH1050,ACCOUNT BALANCE,GRANTOWN GRAMMAR SCHOOL,2122,REVENUE,-56754.16
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,168.29
FA3000,FUNDS FOR SCHOOLS,GRANTOWN GRAMMAR SCHOOL,2122,PROJECT,-1222.0
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,4260.43
KB3001,OTHER PUBLIC BODIES,GRANTOWN GRAMMAR SCHOOL,2122,GRANTS,-4260.43
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,1692.95
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,151.84
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,281.97
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,1340.86
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,111.85
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,280.02
DA4556,ECONOMICS SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,HOME,1648.43
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,1011.32
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,162.36
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,2122,BOOKS,115.49
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,816.9
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,318.4
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,321.85
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,572.9
DA4553,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,PE,2189.33
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,1682.39
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,12.99
DA4555,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,SCIENTIFIC,225.7
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,1204.26
DA4552,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,WOOD/METALWORK,1323.72
DD3003,COSTS  MONO,GRANTOWN GRAMMAR SCHOOL,2122,MPS,4225.26
DD3004,COSTS  COLOUR,GRANTOWN GRAMMAR SCHOOL,2122,MPS,2392.8
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,303.85
DD2000,,GRANTOWN GRAMMAR SCHOOL,2122,STATIONERY,44.24
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,APT&C,124.0
AA1103,STAFF EDUCATION BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2122,AUX,3191.14
AA1512,PAYMENTS,GRANTOWN GRAMMAR SCHOOL,2122,CONTRACT,275.0
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,NI,135.26
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,2122,SUPERANN,606.32
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,2122,APPRENTICESHIP,15.95
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,2122,EQUIPMENT,630.4
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2122,CLASSROOM,2896.37
KA3000,GRANTS SPECIFIC GRANTS,GRANTOWN GRAMMAR SCHOOL,2122,GOVT,-7874.44
AA1001,BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2223,APT&C,55799.11
AA1100,PERMANENT  BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2223,TEACHERS,1528909.5
AA1101,COVER BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2223,SUPPLY,25727.43
AA1103,STAFF EDUCATION BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2223,AUX,39.14
AA1110,TECH'N BASIC PAY,GRANTOWN GRAMMAR SCHOOL,2223,LABORATORY,28324.5
AA1250,PAY,GRANTOWN GRAMMAR SCHOOL,2223,HOLIDAY,6.26
AB1000,NONTEACHERS,GRANTOWN GRAMMAR SCHOOL,2223,NI,6875.96
AB1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2223,NI,179310.29
AB1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2223,NI,2497.89
AC1000,NON TEACHERS,GRANTOWN GRAMMAR SCHOOL,2223,SUPERANN,16056.7
AC1100,PERMANENT TEACHERS,GRANTOWN GRAMMAR SCHOOL,2223,SUPERANN,350271.68
AC1101,SUPPLY COVER,GRANTOWN GRAMMAR SCHOOL,2223,SUPERANN,4891.82
AE1600,,GRANTOWN GRAMMAR SCHOOL,2223,MISCELLANEOUS,1008.58
AS1000,LEVY COST,GRANTOWN GRAMMAR SCHOOL,2223,APPRENTICESHIP,8187.89
BA3000,CLIENT EXTERNAL PARTIES,GRANTOWN GRAMMAR SCHOOL,2223,MAINT,443.31
BB2000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2223,ELECTRICITY,81054.86
BB4000,OIL,GRANTOWN GRAMMAR SCHOOL,2223,HEATING,33106.11
BC1002,OF HALLS,GRANTOWN GRAMMAR SCHOOL,2223,HIRE,277.59
BE1000,CHARGES,GRANTOWN GRAMMAR SCHOOL,2223,WATER,9907.98
BH2000,MATERIALS/EQUIPMENT,GRANTOWN GRAMMAR SCHOOL,2223,CLEANING,2217.13
CA1000,,GRANTOWN GRAMMAR SCHOOL,2223,DERV,1097.44
CB1006,HIRE CONT CHG FROM FLEET,GRANTOWN GRAMMAR SCHOOL,2223,INT,5398.12
CC1000,TRAVEL,GRANTOWN GRAMMAR SCHOOL,2223,EDUCATIONAL,1517.44
CC2010,EXPENDITURE,GRANTOWN GRAMMAR SCHOOL,2223,HIREVEHICLES,401.0
DA1000,PURCHASE,GRANTOWN GRAMMAR SCHOOL,2223,EQUIPMENT,11236.62
DA2040,REPAIRS,GRANTOWN GRAMMAR SCHOOL,2223,EQUIPMENT,461.66
DA4550,SUPPLIES,GRANTOWN GRAMMAR SCHOOL,2223,CLASSROOM,636.4
DB3010,& HOSPITALITY,GRANTOWN GRAMMAR SCHOOL,2223,MEALS,326.85
DD2000,,GRANTOWN GRAMMAR SCHOOL,2223,STATIONERY,2361.03
DD4001,TEXT BOOKS/STATIONERY,GRANTOWN GRAMMAR SCHOOL,2223,BOOKS,59.44
DF2002,EQUIPMENT  PURCHASE,GRANTOWN GRAMMAR SCHOOL,2223,COMPUTER,1235.0
DF5002,SOFTWARE PURCHASE,GRANTOWN GRAMMAR SCHOOL,2223,COMPUTER,383.23
DF5003,SOFTWARE LICENSES,GRANTOWN GRAMMAR SCHOOL,2223,COMPUTER,594.72
DF7000,,GRANTOWN GRAMMAR SCHOOL,2223,POSTAGES,121.74
DF9000,TELEPHONES RENTAL,GRANTOWN GRAMMAR SCHOOL,2223,LANDLINE,1360.34
DF9005,TELEPHONES USAGE,GRANTOWN GRAMMAR SCHOOL,2223,LANDLINE,152.49
DF9010,PHONE LINE RENTAL,GRANTOWN GRAMMAR SCHOOL,2223,MOBILE,462.0
